Line of Business,Client,Project ,Manager/Director,Project Manager,Contract Type,Status,Budget,Assigned To,Review,Internal Completion Date ,Due Date (External),BQE Project #,Region,ISO/TSO/Utility,Technology,Project Source,Notes,Column1
Generation Interconnection,"SunChase, LLC ",Twelvemile II BESS T1 - T1 SPP SURPLUS INTERCONNECTION APPLICATION,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"14,000",Anthony Saab,Yang Zhou,,28-Mar-24,,WECC,SPP,BESS,,34.8 / checklist/ implement comments we got from all others (application / vref0/fill out wind genertor),
Generation Interconnection,"SunChase, LLC ",201284 - Fly Gap BESS,Joelle Abi-Nahed,Joelle Abi-Nahed,Hourly,Mark as Cancelled,0,,,,1-Dec-25,,ERCOT,,,,,
Generation Interconnection,"SunChase, LLC ",201285 - Twelvemile II BESS,Joelle Abi-Nahed,Joelle Abi-Nahed,Hourly,Mark as Cancelled,0,,,,1-Dec-25,,ERCOT,,,,,
Generation Interconnection,"SunChase, LLC ",Schoolhouse Solar & Storage T2 - T2 ERCOT PSS/E MODEL QUALITY TEST AND VRT TUNING UPDATE - SOLAR,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",,,,1-Dec-24,,ERCOT,,Solar+BESS,,ask client to cancel,
Generation Interconnection,"SunChase, LLC ",Schoolhouse Solar & Storage T3 - T3 ERCOT PSS/E MODEL QUALITY TEST AND VRT TUNING UPDATE - BESS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",,,,1-Dec-24,,ERCOT,,Solar+BESS,,ask client to cancel,
Generation Interconnection,"SunChase, LLC ",Schoolhouse Solar & Storage T4 - T4 COMBINED ERCOT PSS/E MODEL QUALITY TEST AND VRT TUNING UPDATE – SOLAR + BESS,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",,,,1-Dec-24,,ERCOT,,Solar+BESS,,ask client to cancel,
Generation Interconnection,"SunChase, LLC ",Sunchase 2024 Support T1 - T1 2024 PROJECT TECHNICAL SUPPORT & MEETINGS,Joelle Abi-Nahed,Joelle Abi-Nahed,Recurring With Cap,Mark as Cancelled,"84,000",,,,1-Dec-25,,ERCOT,,,,,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 1 T2 - ERCOT PSSE Model Quality Test & Tuning,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced - leave open,"32,000",Moussa Sarkis,Bikram Bhandari,2/26/2026,27-Feb-26,402565 / 402840,ERCOT,,Solar + BESS,Organic,Nov 2026 QSA /storage IA executed/ MW is increased. amned IA before March ,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 1 T3 - PSCAD Plant Model Development,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"20,000",Moussa Sarkis,Lea El Khoury,3/30/2026,27-Mar-26,402565 / 402840,ERCOT,,Solar + BESS,Organic,Nov 2026 QSA,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 1 T4 - PSCAD Model Quality Test,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"42,000",Moussa Sarkis,Lea El Khoury,3/30/2026,27-Mar-26,402565 / 402840,ERCOT,,Solar + BESS,Organic,Nov 2026 QSA,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 1 T5 -PSSE and PSCAD Model Benchmarking Study,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"6,000",Moussa Sarkis,Lea El Khoury,3/30/2026,27-Mar-26,402565 / 402840,ERCOT,,Solar + BESS,Organic,Nov 2026 QSA,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 1 T6 - Reactive Power Compensation Study,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"36,000",Elias Chedid,Lea El Khoury,4/15/2026,29-Apr-26,402565 / 402840,ERCOT,,Solar + BESS,Organic,Nov 2026 QSA,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 1 T7 - Planning Model RARF & QSA Requirements Support,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced - leave open,"18,000",Perla Boulos,Lea El Khoury,3/15/2026,30-Mar-26,402565 / 402840,ERCOT,,Solar + BESS,Organic,Nov 2026 QSA,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 1 T8 – Full Registration Data Submission & Production Load Date Support ,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"38,000",Perla Boulos,Lea El Khoury,11/15/2026,30-Nov-26,402565 / 402840,ERCOT,,Solar + BESS,Organic,,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 1 T9 – IFC PSCAD Plant Model Development and MQTs,Joelle Abi-Nahed,Lea El Khoury,Fixed,Hold (other reason),"75,000",Moussa Sarkis,,,1-Dec-26,402565 / 402840,ERCOT,,Solar + BESS,Organic,,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 2 T6 - Reactive Power Compensation Study,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"26,000",Perla Boulos,Lea El Khoury,1/20/2026,30-Jan-26,402742 / 402841,ERCOT,,Solar + BESS,Organic,May 2026 QSA / MW increase by 2 MW?? amend his IA by end of March?,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 2 T7 - Planning Model RARF & QSA Requirements Support,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"13,500",Perla Boulos,Lea El Khoury,2/15/2026,28-Feb-26,402742 / 402841,ERCOT,,Solar + BESS,Organic,,
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 2 T8 – Full Registration Data Submission & Production Load Date Support ,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"35,000",Perla Boulos,Lea El Khoury,6/12/2026,26-Jun-26,402742 / 402841,ERCOT,,Solar + BESS,Organic,7/1 for PLD of 11/4 (isd is 12/2026),
Generation Interconnection,Sunraycer,Lupinus Solar & Storage 2 T9 – IFC PSCAD Plant Model Development and MQTs,Joelle Abi-Nahed,Lea El Khoury,Fixed,Hold (other reason),"65,000",Moussa Sarkis,,,1-Sep-26,402742 / 402841,ERCOT,,Solar + BESS,Organic,,
Generation Interconnection,"SunShare, LLC ",DP.Sunshare.24001.DER SIS Support T1 - T1.DER SIS Support,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"12,000",,,,1-Dec-25,,WECC,,,,,
Generation Interconnection,Swift Current,Castle Load T3 - ERCOT TSAT Model Development ,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced - leave open,"10,000",Sonjoy Roy,Joelle Abi-Nahed,6/10/2026,24-Jun-26,404962,ERCOT,,Load,,,
Generation Interconnection,Swift Current,Castle Load T4- General Interconnection Support ,Joelle Abi-Nahed,Sonjoy Roy,HNTE,Invoice time spent at end of month,"5,000",,Sonjoy Roy,,1-Dec-26,404962,ERCOT,,Load,,,
Generation Interconnection,Swift Current,Castle Load T1-ERCOT DWG Survey Update,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"2,500",Yara Karam,Sonjoy Roy,5/15/2026,18-May-26,404962,ERCOT,,Load,,,
Generation Interconnection,Swift Current,Castle Load T2 - ERCOT PSSE Dynamic Load Model,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"12,000",Yara Karam,Sonjoy Roy,5/15/2026,18-May-26,404962,ERCOT,,Load,,,
Generation Interconnection,Terra Gen,Monte alto wind T12 ERCOT PSS/E MODEL QUALITY TEST AND TUNING UPDATE,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"8,000",Moussa Sarkis,Marise El Nacouzi,4/5/2026,17-Apr-26,400484,ERCOT,,wind,,"we may change Energization Date to 4/15/2028; Synchronization Date to 4/30/2028; and COD to 12/31/2028. This would put us at QSA Entry of 11/1/2027, but we need to allow 45 days for ERCOT review/approval so we need to submit all QSA Entry pre-perquisites by 9/17/2027.",
,,,,,,,,,,,,,,,,,Please proceed with updating RIOO as needed to reflect the MPT change to 282 MVA,
Generation Interconnection,Terra Gen,Monte alto wind T13 PSCAD™ MODEL QUALITY TESTUPDATE,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"11,000",Moussa Sarkis,Marise El Nacouzi,4/5/2026,17-Apr-26,400484,ERCOT,,wind,,,
Generation Interconnection,Terra Gen,Monte alto wind T14 TSAT MODEL QUALITY TEST UPDATE,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"8,000",Moussa Sarkis,Marise El Nacouzi,4/5/2026,17-Apr-26,400484,ERCOT,,wind,,,
Generation Interconnection,Terra Gen,"Monte alto wind T15 PSSE, PSCAD, AND TSAT MODEL BENCHMARKING STUDY UPDATE",Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"5,000",Moussa Sarkis,Marise El Nacouzi,4/5/2026,17-Apr-26,400484,ERCOT,,wind,,,
Generation Interconnection,Terra Gen,Monte alto 2 wind T4  PROJECT INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Lea El Khoury,HNTE,Invoice time spent at end of month,"10,000",,Lea El Khoury,,1-Dec-26,400484,ERCOT,,wind,,,
Generation Interconnection,Terra Gen,Monte Cristo II Wind T12 Project Interconnection Support,Joelle Abi-Nahed,Lea El Khoury,HNTE,Invoice time spent at end of month,,,,,1-Dec-26,,,,,,,
Generation Interconnection,Terra Gen,Gusty Windpower - T1 ERCOT FIS Material & Models Update,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"15,000",Marise El Nacouzi,Lea El Khoury,5/25/2026,26-May-26,405738,ERCOT,,Wind,,"PG 6.9 met (SGIA in place), submit V36 before June 1st 2026?",
,,,,,,,,,,,,,,,,,ERCOT will more likely require full FIS restudy (or at least steady state and stability. We will know when WETT submit scope of work to ERCOT for review).,
,,,,,,,,,,,,,,,,,August 2027 QSA (synch in 3/2028),
Generation Interconnection,Terra Gen,Gusty Windpower - T2 ERCOT PSSE MQT & VRT Tuning,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"16,000",Moussa Sarkis,Marise El Nacouzi,6/15/2026,28-Jun-26,405738,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Gusty Windpower - T3 PSCAD Plant Model Development,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"6,500",Perla Boulos,Marise El Nacouzi,6/15/2026,28-Jun-26,405738,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Gusty Windpower - T4 PSCAD MQT,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"12,500",Perla Boulos,Marise El Nacouzi,6/15/2026,28-Jun-26,405738,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Gusty Windpower - T5 TSAT Plant Model Development,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"6,000",Moussa Sarkis,Marise El Nacouzi,6/15/2026,28-Jun-26,405738,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Gusty Windpower - T6 TSAT MQT- V35,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"8,000",Moussa Sarkis,Marise El Nacouzi,6/15/2026,28-Jun-26,405738,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,"Gusty Windpower - T7 PSSE, PSCAD and TSAT Model Benchmarking Study- V35",Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"5,000",Moussa Sarkis,Marise El Nacouzi,6/15/2026,28-Jun-26,405738,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Gusty Windpower - T8 Reactive Power Study,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"11,000",Marise El Nacouzi,Lea El Khoury,6/15/2026,29-Jun-26,405738,ERCOT,,Wind,,282MVA MPT (on order) for a 252MW turbine gross output . MPT is good (lag check lead reduced),
,,,,,,,,,,,,,,,,,(282 MVA for 247 MW net),
Generation Interconnection,Terra Gen,Gusty Windpower - T9 Planning Model Data & QSA Requirements Support,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"8,000",,Lea El Khoury,,1-Jun-27,405738,ERCOT,,Wind,,aug 2027 qsa,
Generation Interconnection,Terra Gen,Gusty Windpower - T10 General Interconnection Support,Joelle Abi-Nahed,Lea El Khoury,HNTE,Invoice time spent at end of month,"10,000",,Lea El Khoury,,1-Dec-26,405738,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Silver Hills Windpower - T5 ERCOT PSSE & VRT Tuning Update - V36,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"8,000",Perla Boulos,Marise El Nacouzi,5/21/2026,21-May-26,401308,ERCOT,,Wind,,May 2028 qsa,
Generation Interconnection,Terra Gen,Windjammer Windpower-4 - T4 ERCOT FIS MATERIAL & MODELS UPDATE,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"15,000",Ghida Hajj Hassan,Sonjoy Roy,6/4/2026,29-Jun-26,203542,ERCOT,,Wind,,ERCOT will more likely require full FIS restudy (or at least steady state and stability. We will know when WETT submit scope of work to ERCOT for review).,
,,,,,,,,,,,,,,,,,August 2027 QSA (synch in 3/2028),
,,,,,,,,,,,,,,,,,"The other challenge here is SSR is required which will not start until stability is complete and need to account for any PSCAD tuning should there be any issues during SSR study, etc",
Generation Interconnection,Terra Gen,Windjammer Windpower-5 - T5 ERCOT PSSE MODEL QUALITY TEST AND TUNING UPDATE,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"16,000",Yara Karam,Sonjoy Roy,7/10/2026,30-Jul-26,203542,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Windjammer Windpower-6 - T6 PSCAD™ PLANT MODEL DEVELOPMENT,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"6,500",Yara Karam,Sonjoy Roy,7/10/2026,30-Jul-26,203542,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Windjammer Windpower-7 - T7 PSCAD™ MODEL QUALITY TEST,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"12,500",Yara Karam,Sonjoy Roy,7/10/2026,30-Jul-26,203542,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Gusty Windpower - T6 TSAT MQT-V36,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"8,000",Elias Chedid,Marise El Nacouzi,8/15/2026,30-Aug-26,405738,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,"Gusty Windpower - T7 PSSE, PSCAD and TSAT Model Benchmarking Study-V36",Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"5,000",Elias Chedid,Marise El Nacouzi,8/15/2026,30-Aug-26,405738,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Windjammer Windpower-8 - T8 TSAT PLANT MODEL DEVELOPMENT,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"6,000",Yara Karam,Sonjoy Roy,7/10/2026,30-Jul-26,203542,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Windjammer Windpower-9 - T9 TSAT MODEL QUALITY TEST V35,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,8000,Yara Karam,Sonjoy Roy,7/10/2026,30-Jul-26,203542,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,"Windjammer Windpower-10 - T10 PSSE, PSCAD, AND TSAT MODEL BENCHMARKING STUDY V35",Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,5000,Yara Karam,Sonjoy Roy,7/10/2026,30-Jul-26,203542,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Windjammer Windpower-9 - T9 TSAT MODEL QUALITY TEST V36,Joelle Abi-Nahed,Sonjoy Roy,Fixed,In progress,8000,Yara Karam,Sonjoy Roy,8/15/2026,30-Aug-26,203542,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,"Windjammer Windpower-10 - T10 PSSE, PSCAD, AND TSAT MODEL BENCHMARKING STUDY V36",Joelle Abi-Nahed,Sonjoy Roy,Fixed,In progress,5000,Yara Karam,Sonjoy Roy,8/15/2026,30-Aug-26,203542,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Windjammer Windpower-11 - T11 REACTIVE POWER COMPENSATION STUDY,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced - leave open,11000,Yara Karam,Sonjoy Roy,6/24/2026,29-Jun-26,203542,ERCOT,,Wind,,"if the MPT is overloaded, let us know so we can check with the MPT manufacturer if based on turbine derate, loading above nameplate is acceptable. Otherwise, if no issue, you can continue with your process. We would like steps 1, 2, and 3 to be completed as soon as possible",
,,,,,,,,,,,,,,,,,MPT check (282 MVA for 242 MW net),
Generation Interconnection,Terra Gen,Windjammer Windpower-12 - T12 PLANNING MODEL DATA & QSA REQUIREMENTS SUPPORT,Joelle Abi-Nahed,Sonjoy Roy,Fixed,In progress,8000,,Sonjoy Roy,,1-Jun-27,203542,ERCOT,,Wind,,,
Generation Interconnection,Terra Gen,Windjammer Windpower-13 - T13 GENERAL INTERCONNECTION SUPPORT,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Invoice time spent at end of month,10000,,Sonjoy Roy,,1-Dec-26,203542,ERCOT,,Wind,,,
Generation Interconnection,"Terra Gen Development Company, LLC",Monte Alto Wind 2 - TASK 17: REACTIVE POWER COMPENSATION STUDY UPDATE,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced - leave open,"9,000",Marise El Nacouzi,Lea El Khoury,5/20/2026,29-May-26,400484,ERCOT,,Wind,,with 282 MVA revised model,
,,,,,,,,,,,,,,,,,"• We are discussing internally to cancel/terminate Monte Alto I (19INR0022). We will reach out to AEP (TSP) to amend the SGIA accordingly to reflect Monte Alto 2 Wind (202.5 MW gross output, remove any turbine reference that is not Vestas V163-4.5,…) and eliminate Monte Alto I from the SGIA.",
,,,,,,,,,,,,,,,,,"• I believe completing the FIS restudy, reactive power study, and amending the SGIA should complete the required QSA Entry pre-requisites",
Generation Interconnection,"Terra Gen Development Company, LLC",Monte Alto Wind 2 - TASK 18 ERCOT PSSE MODEL QUALITY TEST AND TUNING UPDATE,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"8,000",Moussa Sarkis,Perla Boulos,6/15/2026,25-Jun-26,400484,ERCOT,,Wind,,"We should do everything we can to avoid affecting the dynamic model that was submitted a few weeks ago to ERCOT/AEP that reflected MPT change. This will enable us to avoid pausing dynamics study if it has started and resume when we provide the revised model should any parameter change. This is critical as Monte Alto 2 Wind requires SSR study, which will not start until stability/dynamics study is complete",
,,,,,,,,,,,,,,,,,"AEP will send us the scope this week for review before sending it to ERCOT for review/approval due to MPT and milestone date change. Once approved by ERCOT, AEP will resume stability study. AEP said they believe only stability restudy is warranted at this time unless ERCOT requires full restudy. ",
Generation Interconnection,"Terra Gen Development Company, LLC",Monte Alto Wind 2 - TASK 19 TSAT MODEL QUALITY TEST,Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"8,000",Elias Chedid,Perla Boulos,8/15/2026,30-Aug-26,400484,ERCOT,,Wind,,Nov 2027 qsa,
Generation Interconnection,"Terra Gen Development Company, LLC","Monte Alto Wind 2 - TASK 20 PSSE, PSCAD, AND TSAT MODEL BENCHMARKING STUDY",Joelle Abi-Nahed,Lea El Khoury,Fixed,In progress,"5,000",Elias Chedid,Perla Boulos,8/15/2026,30-Aug-26,400484,ERCOT,,Wind,,,
Generation Interconnection,"Terra Gen Development Company, LLC",Monte Cristo II Wind - TASK 13 ERCOT PSSE MODEL QUALITY TEST AND TUNING UPDATE,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"8,000",Georgette Khanfour,Bikram Bhandari,6/29/2026,2-Jul-26,202161,ERCOT,,Wind,,"We should do everything we can to avoid affecting the dynamic model that was submitted for FIS restudy. This will enable us to avoid pausing dynamics study if it has started and resume when we provide the revised model should any parameter change. This is critical as Monte Cristo II Wind requires SSR study, which will not start until stability/dynamics study is complete",
,,,,,,,,,,,,,,,,,"• Steady state and SC study: completed, with ERCOT for review/approval before posting to MIS",
,,,,,,,,,,,,,,,,,"• Stability Study: has not started, but will start once steady state is approved by ERCOT",
,,,,,,,,,,,,,,,,,• SSR: will start once stability is completed and approved by ERCOT,
Generation Interconnection,"Terra Gen Development Company, LLC",Monte Cristo II Wind - TASK 14 TSAT MODEL QUALITY TEST,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"8,000",Georgette Khanfour,Bikram Bhandari,8/15/2026,30-Aug-26,202161,ERCOT,,Wind,,Nov 2027 qsa,
Generation Interconnection,"Terra Gen Development Company, LLC","Monte Cristo II Wind - TASK 15 PSSE, PSCAD, AND TSAT MODEL BENCHMARKING STUDY",Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,In progress,"5,000",Georgette Khanfour,Bikram Bhandari,8/15/2026,30-Aug-26,202161,ERCOT,,Wind,,,
Generation Interconnection,"Terra Gen Development Company, LLC",Vista Bluff Wind - TASK 6: ERCOT PSS/E MODEL QUALITY TEST AND TUNING UDPATE – V36,Joelle Abi-Nahed,Lea El Khoury,Fixed,Can be Invoiced and Closed,"15,000",Elias Chedid,Marise El Nacouzi,6/15/2026,30-Jun-26,203532,ERCOT,,Wind,,nov 2028 qsa,
TPGEN,TerraForm,RattleSnake Den WInd Far T1 ERCOT transmission Analysis - SP,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"18,000",Behzad Jandaghi,Bikram Bhandari,10/24/2025,31-Oct-25,402985,ERCOT,,,,POI bearkat,
,,,,,,,,,,,,,,,,,2029 SP case JJ: PO on file JJ: pending to approve time entries 11/6,
Generation Interconnection,TerraGen,Monte Alto 2 Wind - T4 Project Interconnection Support,Joelle Abi-Nahed,Lea El Khoury,HNTE,Invoice time spent at end of month,"15,000",Marise El Nacouzi,Lea El Khoury,,30-Dec-26,202161,ERCOT,,,,Update reactive study appendix analysis to reflect 40C turbine hub height temp,
TPGEN,"Tokyo Gas America, Ltd.",ERCOT Load Interconnection Support Task 1: ERCOT Transmission Analysis –Summer Peak Conditions,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"23,000",Bikram Bhandari,Joelle Abi-Nahed,11/28/2025,30-Nov-25,402653,ERCOT,,load,,JJ: 11/26 WO on file ,
Generation Interconnection,"Tokyo Gas America, Ltd.",ERCOT Load Interconnection Support Task 2: Load Interconnection Support,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Invoice time spent at end of month,"10,000",Bikram Bhandari,Joelle Abi-Nahed,,1-Dec-26,402653,ERCOT,,load,,,
Generation Interconnection,Total,RedBarn SPP Load Dyanmic Model,Joelle Abi-Nahed,Sonjoy Roy,Fixed,Can be Invoiced and Closed,"7,000",Yara Karam,Sonjoy Roy,5/5/2026,12-May-26,404731,Other,,,,,
Generation Interconnection,Total Renewables,Tanglewood (brazoria I)  Task 1: Reactive Power Compensation Study,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"4,144",Anthony Saab,Bikram Bhandari,9/18/2024,20-Sep-24,,ERCOT,,Solar,,,
Generation Interconnection,Total Renewables,Tanglewood (brazoria I) Task 2: Planning Model Data & QSA Requirements Support,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"8,000",Anthony Saab,Bikram Bhandari,9/26/2024,30-Sep-24,,ERCOT,,Solar,,,
Generation Interconnection,Total Renewables,Tanglewood (brazoria I)  Task 5: PSCAD™ Plant Model Development,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"12,500",Anthony Saab,Bikram Bhandari,10/15/2024,23-Oct-24,,ERCOT,,,,telling ercot and follow up on QSA every 2 days,
Generation Interconnection,Total Renewables,Tanglewood (brazoria I) Task 6: PSCAD™ Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"16,000",Anthony Saab,Bikram Bhandari,10/15/2024,23-Oct-24,,ERCOT,,,,,
Generation Interconnection,Total Renewables,Wichita Aspen Model,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced and Closed,"15,000",Anthony Saab,Behzad Jandaghi,18-Nov,22-Nov-24,,ERCOT,,PV+BESS,,Follow-up on RFI (Nov 8th),
Generation Interconnection,Total Renewables,Tanglewood (brazoria I) TASK 5: FULL REGISTRATION DATA & ERCOT  REGISTRATION SUPPORT,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Can be Invoiced - leave open,"17,500",Anthony Saab,Bikram Bhandari,12/9/2024,10-Dec-24,,ERCOT,,Solar,,Re registration,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) solar Task 1: ERCOT FIS Application Update,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"12,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Solar,,follow up end of August,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) solar Task 2: ERCOT PSSE Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Solar,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) solar Task 3: PSCAD™ Plant Model Development,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Solar,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) solar Task 4: PSCAD™ Model Quality Test,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"10,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Solar,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) solar Task 5: Reactive Power Compensation Study,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"14,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Solar,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) solar Task 6: Planning Model Data & QSA Requirements Suppor,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"8,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Solar,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) solar Task 8: Interconnection Support & Meetings,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"10,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Solar,,,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) Stoarge Task 1: ERCOT FIS Application Update,Joelle Abi-Nahed,Joelle Abi-Nahed,Fixed,Mark as Cancelled,"12,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Storage,,follow up end of August,
Generation Interconnection,Total Renewables,Pinewood (brazoria II) Stoarge Task 11: Interconnection Support & Meetings,Joelle Abi-Nahed,Joelle Abi-Nahed,HNTE,Mark as Cancelled,"10,000",Lena Barakat,Bikram Bhandari,,13-Oct-25,,ERCOT,,Storage,,,
